Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	category
1540	Spectrogram 1	1	1861.000815185	1861.330481394	142.395	297.735	w
1541	Spectrogram 1	1	1861.680127373	1862.289510365	197.411	423.948	m
1542	Spectrogram 1	1	1862.539257493	1862.908883242	181.230	330.097	w
1543	Spectrogram 1	1	1863.068721404	1863.568215659	174.757	284.790	w
1544	Spectrogram 1	1	1863.278508991	1863.917861638	168.285	660.194	m
1545	Spectrogram 1	1	1864.467305320	1865.296465784	349.515	611.650	m
1546	Spectrogram 1	1	1864.057720030	1864.767001873	210.356	491.909	m
1547	Spectrogram 1	1	1865.176587163	1865.606152223	168.285	478.964	w
1548	Spectrogram 1	1	1867.743987637	1868.742976149	313.916	576.052	m
1549	Spectrogram 1	1	1865.666091533	1866.345403721	58.252	391.586	lt
1550	Spectrogram 1	1	1866.395353147	1866.725019356	177.994	368.932	w
1551	Spectrogram 1	1	1865.955798202	1866.355393606	177.994	365.696	w
1552	Spectrogram 1	1	1867.174564186	1867.664068556	207.120	326.861	w
1553	Spectrogram 1	1	1866.675069930	1867.434301199	168.285	414.239	m
1554	Spectrogram 1	1	1868.193532468	1868.643077298	190.939	275.081	w
1555	Spectrogram 1	1	1869.041786214	1869.661159091	220.065	423.948	m
1556	Spectrogram 1	1	1869.801017483	1870.220592657	184.466	355.987	w
1557	Spectrogram 1	1	1869.711108516	1870.360451049	213.592	692.557	m
1558	Spectrogram 1	1	1870.690117258	1871.109692433	190.939	355.987	w
1559	Spectrogram 1	1	1869.781037712	1870.700107143	275.081	495.146	m
1560	Spectrogram 1	1	1871.469328297	1871.798994505	171.521	313.916	w
1561	Spectrogram 1	1	1871.329469905	1872.198589910	323.625	572.816	m
1562	Spectrogram 1	1	1872.668114510	1873.277497502	210.356	669.903	m
1563	Spectrogram 1	1	1873.417355894	1873.946819805	233.010	359.223	w
1564	Spectrogram 1	1	1873.337436813	1874.446314061	255.663	511.327	m
1565	Spectrogram 1	1	1874.765990385	1875.285464411	168.285	313.916	w
1566	Spectrogram 1	1	1874.366394980	1875.085666708	42.071	398.058	lt
1567	Spectrogram 1	1	1874.925828546	1875.545201424	339.806	576.052	m
1568	Spectrogram 1	1	1875.744999126	1876.993734765	307.443	508.091	m
1569	Spectrogram 1	1	1877.093633616	1877.553168332	168.285	320.388	w
1570	Spectrogram 1	1	1876.294442807	1876.604129246	187.702	368.932	w
1571	Spectrogram 1	1	1877.682150350	1878.381442308	326.861	592.233	m
1572	Spectrogram 1	1	1880.469328297	1881.428357268	310.680	585.761	m
1573	Spectrogram 1	1	1880.679115884	1881.178610140	152.104	330.097	w
1574	Spectrogram 1	1	1878.940875874	1879.430380245	171.521	355.987	w
1575	Spectrogram 1	1	1881.588195430	1882.237537962	45.307	349.515	lt
1576	Spectrogram 1	1	1882.567204171	1882.926840035	177.994	333.333	w
1577	Spectrogram 1	1	1882.017760490	1883.056708541	252.427	692.557	m
1578	Spectrogram 1	1	1884.235514985	1885.174564186	330.097	588.997	m
1579	Spectrogram 1	1	1884.245504870	1884.954786713	194.175	294.498	w
1580	Spectrogram 1	1	1886.023704421	1886.653067183	32.362	365.696	lt
1581	Spectrogram 1	1	1879.230582542	1879.879925075	190.939	427.184	m
1582	Spectrogram 1	1	1879.809995879	1880.489308067	284.790	508.091	m
1583	Spectrogram 1	1	1888.440370130	1888.919884615	187.702	317.152	w
1584	Spectrogram 1	1	1887.341482767	1888.889914960	236.246	653.722	m
1585	Spectrogram 1	1	1886.622211039	1887.611209665	190.939	420.712	m
1586	Spectrogram 1	1	1890.648134740	1891.057720030	177.994	288.026	w
1587	Spectrogram 1	1	1891.237537962	1892.216546703	352.751	634.304	m
1588	Spectrogram 1	1	1891.347426698	1892.176587163	45.307	343.042	lt
1589	Spectrogram 1	1	1889.918873127	1891.057720030	258.900	404.531	w
1590	Spectrogram 1	1	1892.566192682	1893.025727398	168.285	310.680	w
1591	Spectrogram 1	1	1893.245504870	1893.585160964	207.120	385.113	w
1592	Spectrogram 1	1	1892.446314061	1893.744999126	220.065	669.903	m
1593	Spectrogram 1	1	1894.464270854	1894.953775225	171.521	352.751	w
1594	Spectrogram 1	1	1894.404331543	1895.273451548	271.845	498.382	m
1595	Spectrogram 1	1	1895.302534715	1896.291533342	203.883	608.414	m
1596	Spectrogram 1	1	1896.761057942	1897.320491508	187.702	372.168	w
1597	Spectrogram 1	1	1897.180633117	1897.909894730	32.362	378.641	lt
1598	Spectrogram 1	1	1897.949854271	1898.789004620	210.356	440.129	m
1599	Spectrogram 1	1	1898.878913586	1899.748033591	355.987	530.744	m
1600	Spectrogram 1	1	1899.098691059	1899.438347153	168.285	482.201	m
1601	Spectrogram 1	1	1900.886880495	1901.236526474	181.230	320.388	w
1602	Spectrogram 1	1	1900.007770604	1901.196566933	229.773	459.547	m
1603	Spectrogram 1	1	1903.314422577	1903.783947178	187.702	304.207	w
1604	Spectrogram 1	1	1902.834908092	1904.273451548	271.845	407.767	m
1605	Spectrogram 1	1	1904.642190809	1905.121705295	181.230	349.515	w
1606	Spectrogram 1	1	1905.621199550	1906.140673576	174.757	307.443	w
1607	Spectrogram 1	1	1904.442393107	1905.121705295	262.136	614.887	m
1608	Spectrogram 1	1	1904.961867133	1905.801017483	262.136	420.712	m
1609	Spectrogram 1	1	1907.379419331	1907.978812438	281.553	634.304	m
1610	Spectrogram 1	1	1907.978812438	1908.318468531	177.994	368.932	w
1611	Spectrogram 1	1	1909.747022103	1910.176587163	174.757	304.207	w
1612	Spectrogram 1	1	1909.607163711	1910.606152223	210.356	430.421	m
1613	Spectrogram 1	1	1911.015737512	1911.934806943	220.065	546.926	m
1614	Spectrogram 1	1	1912.334402348	1912.793937063	171.521	404.531	w
1615	Spectrogram 1	1	1912.294442807	1913.103623501	42.071	420.712	lt
1616	Spectrogram 1	1	1906.410400475	1906.570238636	155.340	313.916	w
1617	Spectrogram 1	1	1914.820997253	1915.250562313	181.230	323.625	w
1618	Spectrogram 1	1	1917.008782093	1917.548235889	174.757	339.806	w
1619	Spectrogram 1	1	1918.747022103	1919.196566933	194.175	300.971	w
1620	Spectrogram 1	1	1920.005747627	1920.415332917	213.592	304.207	w
1621	Spectrogram 1	1	1920.894847403	1921.364372003	190.939	427.184	w
1622	Spectrogram 1	1	1915.290521853	1915.420390360	242.718	640.777	m
1623	Spectrogram 1	1	1914.721098402	1914.980835415	223.301	676.375	m
1624	Spectrogram 1	1	1915.780026224	1916.249550824	210.356	333.333	w
1625	Spectrogram 1	1	1915.740066683	1917.068721404	336.570	491.909	m
1626	Spectrogram 1	1	1917.578205544	1919.056708541	249.191	423.948	m
1627	Spectrogram 1	1	1919.486273601	1920.325423951	323.625	579.288	m
1628	Spectrogram 1	1	1918.946819805	1919.696061189	313.916	517.799	m
1629	Spectrogram 1	1	1921.554179820	1921.773957293	71.197	886.731	w
1630	Spectrogram 1	1	1921.664068556	1922.353370629	245.955	436.893	m
1631	Spectrogram 1	1	1923.371452423	1923.840977023	181.230	294.498	w
1632	Spectrogram 1	1	1924.889914960	1925.219581169	197.411	343.042	w
1633	Spectrogram 1	1	1924.100714036	1924.859945305	203.883	459.547	m
1634	Spectrogram 1	1	1926.608175200	1927.177598651	171.521	326.861	w
1635	Spectrogram 1	1	1925.709085539	1926.927851523	294.498	517.799	m
1636	Spectrogram 1	1	1926.957821179	1927.896870380	213.592	579.288	m
1637	Spectrogram 1	1	1928.396364635	1929.025727398	184.466	378.641	w
1638	Spectrogram 1	1	1927.896870380	1928.406354520	258.900	446.602	w
1639	Spectrogram 1	1	1929.685059815	1930.314422577	177.994	323.625	w
1640	Spectrogram 1	1	1930.084655220	1930.863866259	203.883	401.294	m
1641	Spectrogram 1	1	1930.863866259	1931.343380744	226.537	372.168	w
1642	Spectrogram 1	1	1930.992848277	1932.101725524	284.790	601.942	m
1643	Spectrogram 1	1	1932.551270355	1933.020794955	184.466	365.696	w
1644	Spectrogram 1	1	1933.180633117	1933.540268981	190.939	362.460	w
1645	Spectrogram 1	1	1933.740066683	1934.029773352	190.939	355.987	w
1646	Spectrogram 1	1	1934.988802323	1935.648134740	165.049	291.262	w
1647	Spectrogram 1	1	1934.868923701	1935.957821179	45.307	333.333	lt
1648	Spectrogram 1	1	1935.708074051	1936.876890609	300.971	576.052	m
1649	Spectrogram 1	1	1937.296465784	1937.805949925	168.285	317.152	w
1650	Spectrogram 1	1	1938.645100275	1939.334402348	161.812	404.531	m
1651	Spectrogram 1	1	1939.324412463	1940.183542582	352.751	521.036	m
1652	Spectrogram 1	1	1939.384351773	1940.283441434	42.071	320.388	lt
1653	Spectrogram 1	1	1940.602231269	1941.001826673	181.230	391.586	w
1654	Spectrogram 1	1	1941.261563686	1941.860956793	207.120	401.294	m
1655	Spectrogram 1	1	1943.319480020	1943.868923701	171.521	398.058	w
1656	Spectrogram 1	1	1942.060754496	1943.009793581	310.680	546.926	m
1657	Spectrogram 1	1	1941.970845529	1942.630177947	190.939	326.861	w
1658	Spectrogram 1	1	1945.826941184	1946.396364635	177.994	343.042	w
1659	Spectrogram 1	1	1944.448337038	1945.377396354	265.372	508.091	m
1660	Spectrogram 1	1	1945.387386239	1946.456303946	45.307	284.790	lt
1661	Spectrogram 1	1	1946.466293831	1946.925828546	207.120	317.152	w
1662	Spectrogram 1	1	1947.575171079	1948.004736139	145.631	310.680	w
1663	Spectrogram 1	1	1948.664068556	1949.233492008	187.702	372.168	w
1664	Spectrogram 1	1	1947.105646479	1948.164574301	320.388	504.854	m
1665	Spectrogram 1	1	1948.114624875	1948.783947178	165.049	394.822	m
1666	Spectrogram 1	1	1948.684048327	1949.782935689	326.861	504.854	m
1667	Spectrogram 1	1	1949.722109890	1950.681138861	297.735	501.618	m
1668	Spectrogram 1	1	1949.632200924	1950.251573801	181.230	294.498	w
1669	Spectrogram 1	1	1951.210602772	1951.849955420	181.230	317.152	w
1671	Spectrogram 1	1	1952.109692433	1953.258529221	288.026	501.618	m
1672	Spectrogram 1	1	1952.998792208	1953.648134740	142.395	343.042	w
1673	Spectrogram 1	1	1953.158630370	1954.757011988	323.625	504.854	m
1674	Spectrogram 1	1	1954.607163711	1955.106657967	181.230	336.570	w
1675	Spectrogram 1	1	1954.856910839	1955.875879121	300.971	482.201	m
1676	Spectrogram 1	1	1955.875879121	1956.395353147	168.285	320.388	w
1677	Spectrogram 1	1	1957.314422577	1958.423299825	307.443	501.618	m
1678	Spectrogram 1	1	1958.212625749	1958.602231269	171.521	307.443	w
1679	Spectrogram 1	1	1958.692140235	1959.311513112	194.175	394.822	w
1680	Spectrogram 1	1	1960.420390360	1960.809995879	203.883	394.822	w
1681	Spectrogram 1	1	1959.581240010	1959.960855644	171.521	355.987	w
1682	Spectrogram 1	1	1959.661159091	1960.540268981	249.191	498.382	m
1683	Spectrogram 1	1	1960.610198177	1962.028761863	346.278	537.217	m
1684	Spectrogram 1	1	1960.949854271	1961.659136114	181.230	375.405	w
1685	Spectrogram 1	1	1962.388397727	1962.857922328	194.175	333.333	w
1686	Spectrogram 1	1	1963.747022103	1964.336425325	197.411	343.042	w
1687	Spectrogram 1	1	1964.985767857	1965.365383492	229.773	346.278	w
1688	Spectrogram 1	1	1964.376384865	1965.545201424	330.097	514.563	w
1689	Spectrogram 1	1	1963.317457043	1964.146617507	45.307	275.081	lt
1690	Spectrogram 1	1	1958.462372877	1959.271553571	42.071	249.191	lt
1691	Spectrogram 1	1	1965.964776598	1966.684048327	187.702	310.680	w
1692	Spectrogram 1	1	1966.334402348	1967.333390859	304.207	605.178	m
1693	Spectrogram 1	1	1965.035717283	1966.104634990	313.916	491.909	m
1694	Spectrogram 1	1	1968.611209665	1969.240572428	165.049	323.625	w
1695	Spectrogram 1	1	1969.490319555	1969.869935190	207.120	352.751	w
1696	Spectrogram 1	1	1970.948842782	1971.478306693	165.049	385.113	w
1697	Spectrogram 1	1	1971.678104396	1972.747022103	32.362	265.372	lt
1698	Spectrogram 1	1	1972.896870380	1973.895858891	152.104	323.625	w
1699	Spectrogram 1	1	1976.133593157	1976.742976149	171.521	310.680	w
1700	Spectrogram 1	1	1967.582251499	1968.621199550	313.916	498.382	m
1701	Spectrogram 1	1	1972.896870380	1974.195555445	323.625	508.091	m
1702	Spectrogram 1	1	1970.429368756	1971.508276349	310.680	478.964	m
1703	Spectrogram 1	1	1968.970845529	1970.009793581	355.987	517.799	m
1704	Spectrogram 1	1	1978.070744381	1978.620188062	177.994	333.333	w
1705	Spectrogram 1	1	1980.398387612	1980.947831294	165.049	326.861	w
1706	Spectrogram 1	1	1983.385363262	1983.964776598	165.049	330.097	w
1707	Spectrogram 1	1	1979.379419331	1980.248539336	35.599	355.987	lt
1708	Spectrogram 1	1	1982.236526474	1982.596162338	152.104	288.026	w
1709	Spectrogram 1	1	1984.384351773	1985.413309940	29.126	317.152	lt
1710	Spectrogram 1	1	1986.491331044	1987.070744381	158.576	385.113	w
1711	Spectrogram 1	1	1989.078711289	1989.668114510	168.285	368.932	w
1712	Spectrogram 1	1	1990.407366009	1991.336425325	29.126	304.207	lt
1713	Spectrogram 1	1	1991.496263487	1992.125626249	177.994	368.932	w
1714	Spectrogram 1	1	1993.094645105	1993.893835914	184.466	352.751	w
1715	Spectrogram 1	1	1992.315434066	1993.584149476	313.916	533.981	m
1716	Spectrogram 1	1	1988.509287837	1989.598185315	262.136	478.964	m
1717	Spectrogram 1	1	1991.316445554	1992.175575674	313.916	537.217	m
1718	Spectrogram 1	1	1995.641179321	1996.010805070	42.071	695.793	lt
1719	Spectrogram 1	1	1994.652180694	1995.211614261	184.466	368.932	w
1720	Spectrogram 1	1	1995.950865759	1996.570238636	194.175	401.294	w
1721	Spectrogram 1	1	1998.208579795	1998.598185315	184.466	339.806	w
1722	Spectrogram 1	1	1998.018771978	1999.317457043	307.443	537.217	m
1723	Spectrogram 1	1	1999.477295205	2000.176587163	197.411	355.987	w
1724	Spectrogram 1	1	2000.835919580	2001.265484640	194.175	307.443	w
1725	Spectrogram 1	1	2001.655090160	2001.974766484	184.466	317.152	w
1726	Spectrogram 1	1	2002.654078671	2002.913815684	168.285	352.751	w
1727	Spectrogram 1	1	2003.113613387	2003.533188561	184.466	346.278	w
1728	Spectrogram 1	1	2000.536223027	2000.835919580	58.252	786.408	lt
1729	Spectrogram 1	1	2004.201624376	2004.631189436	288.026	514.563	m
1730	Spectrogram 1	1	2005.080734266	2005.440370130	165.049	375.405	w
1731	Spectrogram 1	1	2005.879925075	2006.189611513	165.049	333.333	w
1732	Spectrogram 1	1	2006.389409216	2006.639156344	194.175	372.168	w
1733	Spectrogram 1	1	2007.728053821	2008.487285090	174.757	378.641	w
1734	Spectrogram 1	1	2009.506253372	2009.915838661	203.883	378.641	w
1736	Spectrogram 1	1	2005.500309441	2006.329469905	45.307	385.113	lt
1737	Spectrogram 1	1	2010.784958666	2011.364372003	190.939	385.113	w
1738	Spectrogram 1	1	2011.872969655	2012.931897478	35.599	323.625	lt
1739	Spectrogram 1	1	2012.132706668	2014.070744381	462.783	653.722	m
1740	Spectrogram 1	1	2013.121705295	2013.661159091	190.939	407.767	w
1741	Spectrogram 1	1	2015.299500250	2015.918873127	174.757	388.350	w
1742	Spectrogram 1	1	2016.778003247	2017.157618881	168.285	323.625	w
1743	Spectrogram 1	1	2015.729065310	2017.207568307	281.553	556.634	m
1744	Spectrogram 1	1	2018.646111763	2019.515231768	343.042	621.359	m
1745	Spectrogram 1	1	2018.746010614	2019.275474525	145.631	343.042	w
1746	Spectrogram 1	1	2017.187588536	2018.316445554	38.835	365.696	lt
1747	Spectrogram 1	1	2019.944796828	2020.604129246	194.175	368.932	w
1748	Spectrogram 1	1	2021.642190809	2022.491331044	187.702	378.641	w
1749	Spectrogram 1	1	2020.912929196	2022.261563686	317.152	546.926	m
1750	Spectrogram 1	1	2023.010805070	2023.720086913	181.230	300.971	w
1751	Spectrogram 1	1	2024.918873127	2025.368417957	207.120	343.042	w
1752	Spectrogram 1	1	2024.019783467	2025.018771978	45.307	330.097	lt
1754	Spectrogram 1	1	2025.658124625	2026.816951299	278.317	508.091	m
1755	Spectrogram 1	1	2026.017760490	2026.617153596	158.576	304.207	w
1756	Spectrogram 1	1	2027.336425325	2027.815939810	177.994	343.042	w
1757	Spectrogram 1	1	2023.580228521	2024.129672203	268.608	485.437	m
1758	Spectrogram 1	1	2024.309490135	2025.158630370	236.246	485.437	m
1759	Spectrogram 1	1	2028.655090160	2029.234503497	181.230	310.680	w
1760	Spectrogram 1	1	2028.695049700	2029.504230395	271.845	501.618	m
1761	Spectrogram 1	1	2029.394341658	2030.373350400	330.097	459.547	m
1762	Spectrogram 1	1	2029.932908966	2030.861968282	87.379	333.333	lt
1763	Spectrogram 1	1	2029.992848277	2030.901927822	226.537	346.278	w
1764	Spectrogram 1	1	2032.170643232	2032.680127373	207.120	404.531	w
1765	Spectrogram 1	1	2031.231594031	2032.200612887	288.026	495.146	m
1766	Spectrogram 1	1	2031.611209665	2032.000815185	155.340	310.680	w
1767	Spectrogram 1	1	2033.848943931	2034.088701174	168.285	339.806	w
1768	Spectrogram 1	1	2034.248539336	2034.688094281	177.994	300.971	w
1769	Spectrogram 1	1	2034.018771978	2035.017760490	252.427	485.437	m
1770	Spectrogram 1	1	2035.617153596	2035.996769231	148.867	304.207	w
1771	Spectrogram 1	1	2036.336425325	2036.686071304	187.702	320.388	w
1772	Spectrogram 1	1	2037.605140734	2037.994746254	139.159	310.680	w
1773	Spectrogram 1	1	2035.577194056	2036.995757742	368.932	553.398	m
1774	Spectrogram 1	1	2037.045707168	2037.994746254	375.405	533.981	m
1775	Spectrogram 1	1	2033.389409216	2034.418367383	323.625	543.689	m
1776	Spectrogram 1	1	2038.424311314	2039.353370629	216.828	469.256	m
1777	Spectrogram 1	1	2040.001826673	2040.781037712	330.097	540.453	m
1778	Spectrogram 1	1	2039.831998626	2040.351472652	184.466	346.278	w
1779	Spectrogram 1	1	2039.382453796	2039.732099775	242.718	398.058	w
1780	Spectrogram 1	1	2040.511310814	2040.840977023	155.340	288.026	w
1781	Spectrogram 1	1	2041.200612887	2041.540268981	165.049	326.861	w
1782	Spectrogram 1	1	2041.999803696	2042.499297952	177.994	297.735	w
1783	Spectrogram 1	1	2042.209591284	2042.479318182	229.773	598.706	m
1784	Spectrogram 1	1	2042.609186688	2043.548235889	326.861	482.201	m
1785	Spectrogram 1	1	2041.380430819	2042.199601399	288.026	485.437	m
1786	Spectrogram 1	1	2043.778003247	2044.557214286	187.702	372.168	w
1787	Spectrogram 1	1	2044.667103022	2045.686071304	48.544	326.861	lt
1788	Spectrogram 1	1	2045.975777972	2046.225525100	148.867	294.498	w
1789	Spectrogram 1	1	2045.795960040	2046.814928322	275.081	495.146	m
1790	Spectrogram 1	1	2046.744999126	2047.504230395	278.317	466.019	m
1791	Spectrogram 1	1	2047.863866259	2048.373350400	165.049	449.838	w
1792	Spectrogram 1	1	2048.242595405	2048.851978397	265.372	524.272	m
1793	Spectrogram 1	1	2051.489308067	2052.168620255	294.498	488.673	m
1794	Spectrogram 1	1	2050.700107143	2051.549247378	291.262	466.019	m
1795	Spectrogram 1	1	2049.820997253	2050.680127373	265.372	488.673	m
1796	Spectrogram 1	1	2050.879925075	2051.189611513	158.576	297.735	w
1797	Spectrogram 1	1	2051.349449675	2051.958832667	145.631	297.735	w
1798	Spectrogram 1	1	2053.856910839	2054.206556818	48.544	844.660	lt
1799	Spectrogram 1	1	2052.758023477	2053.667103022	336.570	488.673	m
1800	Spectrogram 1	1	2052.837942557	2053.087689685	174.757	297.735	w
1801	Spectrogram 1	1	2054.466293831	2055.265484640	271.845	462.783	m
1802	Spectrogram 1	1	2055.205545330	2056.134604645	35.599	255.663	lt
1803	Spectrogram 1	1	2055.055697053	2055.814928322	284.790	508.091	m
1804	Spectrogram 1	1	2056.004736139	2056.604129246	236.246	702.265	m
1805	Spectrogram 1	1	2057.303421204	2057.683036838	142.395	317.152	w
1806	Spectrogram 1	1	2057.242595405	2058.281543457	236.246	537.217	m
1807	Spectrogram 1	1	2058.251573801	2059.220592657	275.081	514.563	m
1808	Spectrogram 1	1	2059.859945305	2061.118670829	281.553	546.926	m
1810	Spectrogram 1	1	2059.889914960	2060.759034965	119.741	288.026	w
1811	Spectrogram 1	1	2061.248539336	2062.207568307	275.081	508.091	m
1812	Spectrogram 1	1	2062.027750375	2063.116647852	35.599	278.317	lt
1813	Spectrogram 1	1	2062.677092907	2063.556202797	265.372	485.437	m
1814	Spectrogram 1	1	2063.716040959	2064.565181194	291.262	508.091	m
1815	Spectrogram 1	1	2064.385363262	2065.454280969	278.317	488.673	m
1816	Spectrogram 1	1	2067.741078172	2068.160653347	210.356	336.570	w
1817	Spectrogram 1	1	2067.031796329	2068.220592657	288.026	511.327	m
1818	Spectrogram 1	1	2068.180633117	2068.969834041	262.136	475.728	m
1819	Spectrogram 1	1	2069.379419331	2069.978812438	148.867	320.388	w
1820	Spectrogram 1	1	2069.719075425	2070.468316808	262.136	514.563	m
1821	Spectrogram 1	1	2072.376384865	2072.815939810	203.883	333.333	w
1822	Spectrogram 1	1	2070.608175200	2071.277497502	249.191	501.618	m
1823	Spectrogram 1	1	2070.977800949	2071.996769231	51.780	378.641	lt
1824	Spectrogram 1	1	2072.945808317	2073.994746254	258.900	475.728	m
1825	Spectrogram 1	1	2074.983744880	2075.343380744	161.812	294.498	w
1826	Spectrogram 1	1	2075.072767358	2076.481341159	278.317	459.547	m
1827	Spectrogram 1	1	2076.671148976	2077.760046454	223.301	485.437	m
1828	Spectrogram 1	1	2078.789004620	2079.937841409	51.780	275.081	lt
1829	Spectrogram 1	1	2080.067709915	2080.397376124	158.576	294.498	w
1830	Spectrogram 1	1	2079.338448302	2080.327446928	258.900	485.437	m
1831	Spectrogram 1	1	2081.346415210	2081.835919580	181.230	352.751	w
1832	Spectrogram 1	1	2081.985767857	2083.294442807	258.900	504.854	m
1834	Spectrogram 1	1	2082.894847403	2083.833896603	320.388	462.783	m
1835	Spectrogram 1	1	2084.233492008	2084.483239136	210.356	330.097	w
1836	Spectrogram 1	1	2084.632200924	2085.801017483	271.845	504.854	m
1837	Spectrogram 1	1	2085.631189436	2085.950865759	165.049	304.207	w
1838	Spectrogram 1	1	2086.440370130	2087.549247378	275.081	511.327	m
1839	Spectrogram 1	1	2087.239560939	2087.569227148	203.883	323.625	w
1840	Spectrogram 1	1	2087.479318182	2088.318468531	58.252	307.443	lt
1841	Spectrogram 1	1	2087.789004620	2089.397376124	258.900	508.091	m
1842	Spectrogram 1	1	2088.588195430	2090.616142108	22.654	741.100	lt
1843	Spectrogram 1	1	2090.086678197	2091.475272228	300.971	504.854	m
1844	Spectrogram 1	1	2091.255494755	2092.634098901	38.835	809.061	lt
1845	Spectrogram 1	1	2092.577390360	2092.947016109	177.994	310.680	w
1846	Spectrogram 1	1	2094.825114510	2095.134800949	152.104	294.498	w
1847	Spectrogram 1	1	2094.705235889	2095.564366009	294.498	504.854	m
1848	Spectrogram 1	1	2093.436520480	2094.435508991	313.916	475.728	m
1849	Spectrogram 1	1	2097.052858891	2097.822080045	38.835	291.262	lt
1850	Spectrogram 1	1	2097.951948551	2098.351543956	139.159	317.152	w
1851	Spectrogram 1	1	2097.981918207	2099.420461663	307.443	482.201	m
1852	Spectrogram 1	1	2095.194740260	2095.614315435	216.828	307.443	w
